PROGRAMA;CURSO;DISCIPLINA;AACSB;EQUIS;AMBA;ABET
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_010 - SISTEMAS DE CONTROLE GERENCIAL;NÃO;NÃO;NÃO;NÃO
PGLS;CFM - CERTIFICATE IN FINANCIAL MANAGEMENT;CFM_201831_006 - CONTROLADORIA;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_010 - SISTEMAS DE CONTROLE GERENCIAL;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_010 - SISTEMAS DE CONTROLE GERENCIAL;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_010 - SISTEMAS DE CONTROLE GERENCIAL;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_010 - SISTEMAS DE CONTROLE GERENCIAL;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202331_007 - INSTRUMENTOS DE MONITORAMENTO E MENSURAÇÃO DE IMPACTO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADMECO_202561_0021 - SUSTAINABILITY-BASED STRATEGY;SIM;SIM;NÃO;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;PGLS_202133_001 - ORIENTAÇÃO PARA DESENVOLVIMENTO DE ATIVIDADES ACADÊMICAS NO INSPER;SIM;SIM;SIM;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRADMECO_202661_0001 - ANÁLISE REAL E TEORIA DA ESCOLHA;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DOTEN_202531_027 - DECISION THEORY WITH APPLICATIONS;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DAEN_202531_007 - MICROECONOMICS II;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DAEN_202531_008 - MICROECONOMICS III;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_200161_0019 - CONTABILIDADE GERENCIAL;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_201662_0001 - FINANÇAS II;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_200161_0019 - CONTABILIDADE GERENCIAL;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_201662_0001 - FINANÇAS II;SIM;SIM;NÃO;NÃO
PGLS;CFM - CERTIFICATE IN FINANCIAL MANAGEMENT;CFM_201831_014 - TRABALHO DE CONCLUSÃO DE CURSO 2;NÃO;NÃO;NÃO;NÃO
PGLS;CFM - CERTIFICATE IN FINANCIAL MANAGEMENT;CFM_201831_013 - TRABALHO DE CONCLUSÃO DE CURSO 1;NÃO;NÃO;NÃO;NÃO
PGLS;CFM - CERTIFICATE IN FINANCIAL MANAGEMENT;CFM_201831_014 - TRABALHO DE CONCLUSÃO DE CURSO 2;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202631_008 - ESTRUTURAÇÃO INSTITUCIONAL E GOVERNANÇA DE PROJETOS URBANOS;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202631_006 - GOVERNANÇA TERRITORIAL E INOVAÇÃO URBANA;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_015 - TECNOLOGIAS FINANCEIRAS EMERGENTES: INOVAÇÃO E DESAFIOS REGULATÓRIOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_015 - TECNOLOGIAS FINANCEIRAS EMERGENTES: INOVAÇÃO E DESAFIOS REGULATÓRIOS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200762_0058 - MACROECONOMIA INTERNACIONAL                                           ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200962_0212 - PROBLEMAS EM ECONOMIA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200962_0212 - PROBLEMAS EM ECONOMIA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200161_0043 - FUNDAMENTOS DE MACROECONOMIA                                          ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200762_0058 - MACROECONOMIA INTERNACIONAL                                           ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200962_0212 - PROBLEMAS EM ECONOMIA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200962_0212 - PROBLEMAS EM ECONOMIA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200161_0043 - FUNDAMENTOS DE MACROECONOMIA                                          ;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM ECONOMIA;MPE_202331_023 - MACROECONOMETRIA;SIM;SIM;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_010 - MACROECONOMETRIA;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_011 - PROBLEMAS AVANÇADOS EM ECONOMIA;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_010 - MACROECONOMETRIA;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_011 - PROBLEMAS AVANÇADOS EM ECONOMIA;NÃO;NÃO;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202562_0012 - CIÊNCIA DE DADOS APLICADA AO DIREITO II;NÃO;NÃO;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202562_0012 - CIÊNCIA DE DADOS APLICADA AO DIREITO II;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_201933_012 - FINANCIAL ANALYTICS;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_202231_005 - PRÁTICA AVANÇADA EM DATA SCIENCE E VISUALIZATION;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_201933_012 - FINANCIAL ANALYTICS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCOMELE_202561_0001 - TECHNOLOGY AND BEING: IS THIS THE END OF (OUR) HUMANITY?;NÃO;NÃO;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PEOPLE MANAGEMENT;MBMPEM_202533_003 - PERSONAL CHALLENGES FOR GROWTH III;SIM;SIM;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202631_002 - METODOLOGIAS DE REFERÊNCIA EM URBANISMO SOCIAL: EXPERIÊNCIAS E PROJETOS APLICADOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS CONTRATOS;LLMDC_202631_001 - FUNDAMENTOS DAS OBRIGAÇÕES CONTRATUAIS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202032_007 - OPERAÇÕES SOCIETÁRIAS I - FUSÕES, AQUISIÇÕES, ETC;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202631_007 - FUSÕES E AQUISIÇÕES (M&A);NÃO;NÃO;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_200762_0217 - GESTÃO DE OPERAÇÕES E SISTEMAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_200762_0217 - GESTÃO DE OPERAÇÕES E SISTEMAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_200762_0217 - GESTÃO DE OPERAÇÕES E SISTEMAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_200762_0217 - GESTÃO DE OPERAÇÕES E SISTEMAS;SIM;SIM;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202631_002 - METODOLOGIAS DE REFERÊNCIA EM URBANISMO SOCIAL: EXPERIÊNCIAS E PROJETOS APLICADOS;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202331_006 - DESIGN THINKING: FORMULAÇÃO DE PROBLEMAS E IDEAÇÃO DE PLANOS DE AÇÃO LOCAL;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202631_006 - GOVERNANÇA TERRITORIAL E INOVAÇÃO URBANA;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202631_010 - DESAFIO DE IMPLEMENTAÇÃO III;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_004 - MODELO DE MUDANÇA E MONITORAMENTO;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_004 - MODELO DE MUDANÇA E MONITORAMENTO;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_004 - MODELO DE MUDANÇA E MONITORAMENTO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_201662_0006 - MICROECONOMIA III;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DOTEN_202531_035 - POLITICAL ECONOMY;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO / ENGENHARIA DE COMPUTAÇÃO / ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / CIÊNCIA DA COMPUTAÇÃO / DIREITO / CIÊNCIAS ECONÔMICAS;GRADMECO_202262_0004 - DESAFIOS PÚBLICOS CONTEMPORÂNEOS;SIM;SIM;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_016 - DESAFIO INTEGRADOR IV;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_011 - DESAFIO INTEGRADOR II;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_002 - GESTÃO ANALÍTICA DE POLÍTICA PÚBLICA;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_015 - DESAFIO INTEGRADOR III;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_003 - DESAFIO DE IMPLEMENTAÇÃO 1;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_002 - GESTÃO ANALÍTICA DE POLÍTICA PÚBLICA;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_016 - DESAFIO INTEGRADOR IV;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_005 - DESAFIO DE IMPLEMENTAÇÃO 2;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_003 - DESAFIO DE IMPLEMENTAÇÃO 1;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_002 - GESTÃO ANALÍTICA DE POLÍTICA PÚBLICA;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_007 - DESAFIO DE IMPLEMENTAÇÃO 3;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_005 - DESAFIO DE IMPLEMENTAÇÃO 2;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202631_003 - DESAFIO DE IMPLEMENTAÇÃO 1;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201062_0214 - PENSAMENTO CRÍTICO E ÉTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201062_0214 - PENSAMENTO CRÍTICO E ÉTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201062_0214 - PENSAMENTO CRÍTICO E ÉTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201062_0214 - PENSAMENTO CRÍTICO E ÉTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRADMECO_202661_0002 - AGRONEGÓCIO - ECONOMIA E COMÉRCIO INTERNACIONAL;SIM;SIM;NÃO;NÃO
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0002 - ACIONAMENTOS ELÉTRICOS                              ;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0014 - INSTRUMENTAÇÃO E MEDIÇÃO;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0002 - ACIONAMENTOS ELÉTRICOS                              ;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0014 - INSTRUMENTAÇÃO E MEDIÇÃO;NÃO;NÃO;NÃO;SIM
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0001 - MICROECONOMIA I                        ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0001 - MICROECONOMIA I                        ;SIM;SIM;NÃO;NÃO
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGELE_202661_0002 - IOT (INTERNET DAS COISAS);NÃO;NÃO;NÃO;SIM
PGLS;PROGRAMA AVANÇADO EM TRANSFORMAÇÃO DIGITAL: GESTÃO, OPERAÇÕES E TECNOLOGIA;PATD_202233_003 - IOT - INTERNET DAS COISAS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_004 - CONTABILIDADE APLICADA E ANÁLISE DE DEMONSTRAÇÕES FINANCEIRAS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_004 - CONTABILIDADE APLICADA E ANÁLISE DE DEMONSTRAÇÕES FINANCEIRAS;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_008 - FUNDAMENTOS DE FINANÇAS;SIM;SIM;SIM;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_004 - CONTABILIDADE APLICADA E ANÁLISE DE DEMONSTRAÇÕES FINANCEIRAS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_004 - CONTABILIDADE APLICADA E ANÁLISE DE DEMONSTRAÇÕES FINANCEIRAS;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_008 - FUNDAMENTOS DE FINANÇAS;SIM;SIM;SIM;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_012 - DERIVATIVOS AVANÇADOS;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_012 - DERIVATIVOS AVANÇADOS;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_012 - DERIVATIVOS AVANÇADOS;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_012 - DERIVATIVOS AVANÇADOS;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_011 - DERIVATIVOS E RISCOS FINANCEIROS;SIM;SIM;SIM;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202261_008 - MATEMÁTICA DO CONTÍNUO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201362_0013 - CÁLCULO II                                                            ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201061_0215 - MODELOS PARA TOMADA DE DECISÃO;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201061_0215 - MODELOS PARA TOMADA DE DECISÃO;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201362_0013 - CÁLCULO II                                                            ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201061_0215 - MODELOS PARA TOMADA DE DECISÃO;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201061_0215 - MODELOS PARA TOMADA DE DECISÃO;SIM;SIM;NÃO;NÃO
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0015 - MATEMÁTICA DA VARIAÇÃO;NÃO;NÃO;NÃO;SIM
PGSS;MESTRADO PROFISSIONAL EM ECONOMIA;MPEMA_202431_001 - MATEMÁTICA                               ;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DOTEN_202531_036 - STRUCTURAL ECONOMETRICS;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM POLÍTICAS PÚBLICAS;MPP_201931_008 - MÉTODOS QUANTITATIVOS PARA AVALIAÇÃO DE POLÍTICAS PÚBLICAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCOM_201561_0012 - SUPERCOMPUTAÇÃO;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCOM_201561_0012 - SUPERCOMPUTAÇÃO;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCIE_202461_0001 - PROJETO FINAL - CAPSTONE;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGMCT_201561_0001 - AUTOMAÇÃO INDUSTRIAL;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGMCT_201561_0009 - PROJETO AUTOMAÇÃO;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGMCT_201561_0003 - ROBÓTICA INDUSTRIAL;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGMCT_201561_0001 - AUTOMAÇÃO INDUSTRIAL;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGMCT_201561_0009 - PROJETO AUTOMAÇÃO;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGMCT_201561_0003 - ROBÓTICA INDUSTRIAL;NÃO;NÃO;NÃO;SIM
PGLS;PROGRAMA AVANÇADO EM TRANSFORMAÇÃO DIGITAL: GESTÃO, OPERAÇÕES E TECNOLOGIA;PATD_202233_009 - TECNOLOGIAS PARA SUPORTE ÀS OPERAÇÕES;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM SUSTENTABILIDADE;PAS_202232_014 - MÉTODOS DE REPORTE E MENSURAÇÃO DE IMPACTO;NÃO;NÃO;NÃO;NÃO
PGLS;URBANISMO SOCIAL - GESTÃO URBANA, POLÍTICAS PÚBLICAS E SOCIEDADE;URBS_202331_007 - INSTRUMENTOS DE MONITORAMENTO E MENSURAÇÃO DE IMPACTO;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO;MBAEX_201233_017 - BUSINESS GAME;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_201233_017 - BUSINESS GAME;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_201233_017 - BUSINESS GAME;SIM;SIM;SIM;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADMECO_202362_0004 - INTERNATIONAL HUMAN RESOURCES MANAGEMENT;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_201662_0003 - COMPORTAMENTO ORGANIZACIONAL I;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM ECONOMIA;MPE_202331_028 - POLITICA FISCAL;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200762_0198 - SOCIOLOGIA E POLÍTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200762_0198 - SOCIOLOGIA E POLÍTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200762_0198 - SOCIOLOGIA E POLÍTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200762_0198 - SOCIOLOGIA E POLÍTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;ENGENHARIA MECATRÔNICA;GRENGELE_202561_0014 - ROBÓTICA MÓVEL AUTÔNOMA;NÃO;NÃO;NÃO;SIM
PGSS;MESTRADO PROFISSIONAL EM ECONOMIA;MPE_202331_024 - MICROECONOMETRIA;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM POLÍTICAS PÚBLICAS;MPP_2024_008 - ECONOMIA POLÍTICA E DESENVOLVIMENTO ECONÔMICO;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DOTEN_202531_035 - POLITICAL ECONOMY;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM POLÍTICAS PÚBLICAS;MPP_201931_023 - POLÍTICOS, INSTITUIÇÕES E ESTRUTURAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADMECO_202362_0002 - SERVICE MARKETING;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_201662_0005 - GESTÃO ESTRATÉGICA DE PESSOAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADM_201662_0005 - GESTÃO ESTRATÉGICA DE PESSOAS;SIM;SIM;NÃO;NÃO
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCIE_202461_0001 - PROJETO FINAL - CAPSTONE;NÃO;NÃO;NÃO;SIM
